department,Environment,subscription_name,resource_identifier,resource_type,resource_location,consecutive_days,description, potential monthly savings ,,,,,,
turkiz,dev,turkiz-starfish-paasmamram-dev-001,datacluster-f8mdw-dynamic-pvc-bbc68974-f70d-4a7d-8135-bdb45f455f8d,disks,westeurope,13,not attached to a vm,  1 ,,,"'datacluster-f8mdw-dynamic-pvc-bbc68974-f70d-4a7d-8135-bdb45f455f8d',",,,"'turkiz-starfish-paasmamram-dev-001',"
turkiz,dev,turkiz-starfish-paasmamram-dev-001,datacluster-f8mdw-dynamic-pvc-16fdce6d-3603-42b8-891d-fd503f3589c5,disks,westeurope,13,not attached to a vm,  1 ,,,"'datacluster-f8mdw-dynamic-pvc-16fdce6d-3603-42b8-891d-fd503f3589c5',",,,"'turkiz-starfish-paasmamram-dev-001',"
turkiz,dev,turkiz-starfish-paasmamram-dev-001,datacluster-f8mdw-dynamic-pvc-61f024b2-290f-4d3f-b6a2-8f3a3853aad5,disks,westeurope,13,not attached to a vm,  1 ,,,"'datacluster-f8mdw-dynamic-pvc-61f024b2-290f-4d3f-b6a2-8f3a3853aad5',",,,"'turkiz-starfish-paasmamram-dev-001',"
turkiz,dev,turkiz-starfish-paasmamram-dev-001,datacluster-f8mdw-dynamic-pvc-108f8bb5-da23-45f0-ae28-4ebe64494d2c,disks,westeurope,13,not attached to a vm,  1 ,,,"'datacluster-f8mdw-dynamic-pvc-108f8bb5-da23-45f0-ae28-4ebe64494d2c',",,,"'turkiz-starfish-paasmamram-dev-001',"
turkiz,dev,turkiz-starfish-evenmit-dev-001,mps-pp-ado-vm_osdisk_1_683e8c78bc0b44e38caae8e8ee3cdbc4,disks,israelcentral,13,not attached to a vm,  1 ,,,"'mps-pp-ado-vm_osdisk_1_683e8c78bc0b44e38caae8e8ee3cdbc4',",,,"'turkiz-starfish-evenmit-dev-001',"
turkiz,dev,turkiz-starfish-evenmit-dev-001,mps-pp-ado-vm_osdisk_1_453bd35e43d7476ba82d0ed5075ecaf0,disks,israelcentral,13,not attached to a vm,  1 ,,,"'mps-pp-ado-vm_osdisk_1_453bd35e43d7476ba82d0ed5075ecaf0',",,,"'turkiz-starfish-evenmit-dev-001',"
turkiz,dev,turkiz-starfish-evenmit-dev-001,mps-pp-ado-vm_osdisk_1_322b733eb15440c3b126019a808cbaf3,disks,israelcentral,13,not attached to a vm,  1 ,,,"'mps-pp-ado-vm_osdisk_1_322b733eb15440c3b126019a808cbaf3',",,,"'turkiz-starfish-evenmit-dev-001',"
turkiz,dev,turkiz-starfish-evenmit-dev-001,mps-pp-ado-vm_osdisk_1_55a9f945896445a79083e463d24aa635,disks,israelcentral,13,not attached to a vm,  1 ,,,"'mps-pp-ado-vm_osdisk_1_55a9f945896445a79083e463d24aa635',",,,"'turkiz-starfish-evenmit-dev-001',"
turkiz,dev,turkiz-starfish-evenmit-dev-001,mps-pp-ado-vm_osdisk_1_a2dbbe000cb5420b8df5f3976d44fd93,disks,israelcentral,13,not attached to a vm,  1 ,,,"'mps-pp-ado-vm_osdisk_1_a2dbbe000cb5420b8df5f3976d44fd93',",,,"'turkiz-starfish-evenmit-dev-001',"
turkiz,dev,turkiz-starfish-evenmit-dev-001,mps-pp-ado-vm_osdisk_1_b42a1ded6041427696e86bc50128e5c8,disks,israelcentral,13,not attached to a vm,  1 ,,,"'mps-pp-ado-vm_osdisk_1_b42a1ded6041427696e86bc50128e5c8',",,,"'turkiz-starfish-evenmit-dev-001',"
turkiz,dev,turkiz-starfish-evenmit-dev-001,mps-pp-ado-vm_osdisk_1_bbaacdbb7e61454f825ce8f97a0c2e37,disks,israelcentral,13,not attached to a vm,  1 ,,,"'mps-pp-ado-vm_osdisk_1_bbaacdbb7e61454f825ce8f97a0c2e37',",,,"'turkiz-starfish-evenmit-dev-001',"
turkiz,dev,turkiz-starfish-evenmit-dev-001,mps-pp-ado-vm_osdisk_1_4c4e1634316e43b78da735867b80a807,disks,israelcentral,13,not attached to a vm,  1 ,,,"'mps-pp-ado-vm_osdisk_1_4c4e1634316e43b78da735867b80a807',",,,"'turkiz-starfish-evenmit-dev-001',"
turkiz,dev,turkiz-starfish-evenmit-dev-001,mps-pp-ado-vm_osdisk_1_636388242436416fa8be29b272a138b6,disks,israelcentral,13,not attached to a vm,  1 ,,,"'mps-pp-ado-vm_osdisk_1_636388242436416fa8be29b272a138b6',",,,"'turkiz-starfish-evenmit-dev-001',"
turkiz,dev,turkiz-starfish-evenmit-dev-001,mps-pp-ado-vm_osdisk_1_21352d7a60644108bf40e7f4b28a62ff,disks,israelcentral,13,not attached to a vm,  1 ,,,"'mps-pp-ado-vm_osdisk_1_21352d7a60644108bf40e7f4b28a62ff',",,,"'turkiz-starfish-evenmit-dev-001',"
turkiz,dev,turkiz-starfish-metadata-dev-001,ocp-blackedition-hcq4w-dynamic-pvc-62769912-cfa6-4aef-83a0-f60263f60c24,disks,northeurope,13,not attached to a vm,  1 ,,,"'ocp-blackedition-hcq4w-dynamic-pvc-62769912-cfa6-4aef-83a0-f60263f60c24',",,,"'turkiz-starfish-metadata-dev-001',"
turkiz,dev,turkiz-starfish-paasmamram-dev-001,omerdocker_datadisk_1,disks,eastus,13,not attached to a vm,  1 ,,,"'omerdocker_datadisk_1',",,,"'turkiz-starfish-paasmamram-dev-001',"
white,prd,white-wall-clearsky-dev-001,disk1,disks,eastus,13,not attached to a vm,  1 ,,,"'disk1',",,,"'white-wall-clearsky-dev-001',"
turkiz,dev,turkiz-starfish-paasmamram-dev-001,omerdocker_datadisk_2,disks,eastus,13,not attached to a vm,  1 ,,,"'omerdocker_datadisk_2',",,,"'turkiz-starfish-paasmamram-dev-001',"
turkiz,dev,turkiz-starfish-paasmamram-dev-001,omerhafifa_disk1_ea52b74ed7dd4311ba7b779cbcf3cbd9,disks,eastus,13,not attached to a vm,  1 ,,,"'omerhafifa_disk1_ea52b74ed7dd4311ba7b779cbcf3cbd9',",,,"'turkiz-starfish-paasmamram-dev-001',"
turkiz,dev,turkiz-starfish-paasmamram-dev-001,pvc-96732268-00f6-448e-b0fa-8a1aa80bd796,disks,westeurope,13,not attached to a vm,  1 ,,,"'pvc-96732268-00f6-448e-b0fa-8a1aa80bd796',",,,"'turkiz-starfish-paasmamram-dev-001',"
turkiz,dev,turkiz-starfish-paasmamram-dev-001,pvc-cb1b665f-a109-409e-b34e-d8af2c348e6c,disks,westeurope,13,not attached to a vm,  1 ,,,"'pvc-cb1b665f-a109-409e-b34e-d8af2c348e6c',",,,"'turkiz-starfish-paasmamram-dev-001',"
turkiz,dev,turkiz-starfish-paasmamram-dev-001,pvc-2ca3d48e-36d3-4538-bdb1-492db5497f9a,disks,westeurope,13,not attached to a vm,  1 ,,,"'pvc-2ca3d48e-36d3-4538-bdb1-492db5497f9a',",,,"'turkiz-starfish-paasmamram-dev-001',"
turkiz,dev,turkiz-starfish-cloudlets-dev-001,ocp410-dev-92vq5-dynamic-pvc-01e468c1-20e4-4b0a-a593-d3a66f868e5d,disks,eastus,13,not attached to a vm,  1 ,,,"'ocp410-dev-92vq5-dynamic-pvc-01e468c1-20e4-4b0a-a593-d3a66f868e5d',",,,"'turkiz-starfish-cloudlets-dev-001',"
turkiz,prd,turkiz-starfish-tar-prd-001,pvc-e0d69f9b-ce8e-42bf-8d15-2f17eb7a0d5d,disks,eastus,13,not attached to a vm,  1 ,,,"'pvc-e0d69f9b-ce8e-42bf-8d15-2f17eb7a0d5d',",,,"'turkiz-starfish-tar-prd-001',"
turkiz,dev,turkiz-starfish-cloudlets-dev-001,pvc-1caeb97e-813d-4998-84a8-3d5f257629b5,disks,eastus,12,not attached to a vm,  1 ,,,"'pvc-1caeb97e-813d-4998-84a8-3d5f257629b5',",,,"'turkiz-starfish-cloudlets-dev-001',"
turkiz,dev,turkiz-starfish-paasmamram-dev-001,pvc-5dfaaf8c-69a2-463b-9292-90d8568cc94d,disks,westeurope,13,not attached to a vm,  1 ,,,"'pvc-5dfaaf8c-69a2-463b-9292-90d8568cc94d',",,,"'turkiz-starfish-paasmamram-dev-001',"
turkiz,dev,turkiz-starfish-paasmamram-dev-001,pvc-65d6c69e-9fe2-42a1-9843-ce794af45cad,disks,eastus,6,not attached to a vm,  1 ,,,"'pvc-65d6c69e-9fe2-42a1-9843-ce794af45cad',",,,"'turkiz-starfish-paasmamram-dev-001',"
turkiz,dev,turkiz-starfish-paasmamram-dev-001,pvc-8d99abc2-7f2e-4a06-817b-e0aba4d00308,disks,eastus,6,not attached to a vm,  0 ,,,"'pvc-8d99abc2-7f2e-4a06-817b-e0aba4d00308',",,,"'turkiz-starfish-paasmamram-dev-001',"
turkiz,dev,turkiz-starfish-paasmamram-dev-001,pvc-95a4afbc-273b-4b89-a7fe-55741a340e6f,disks,eastus,6,not attached to a vm,  0 ,,,"'pvc-95a4afbc-273b-4b89-a7fe-55741a340e6f',",,,"'turkiz-starfish-paasmamram-dev-001',"
turkiz,dev,turkiz-starfish-paasmamram-dev-001,pvc-1063340f-4ef5-46ab-aba4-bb6be55b5908,disks,eastus,6,not attached to a vm,  0 ,,,"'pvc-1063340f-4ef5-46ab-aba4-bb6be55b5908',",,,"'turkiz-starfish-paasmamram-dev-001',"
turkiz,dev,turkiz-starfish-paasmamram-dev-001,pvc-a0b9cc87-5dab-4d2b-859b-d1f9fe8c40e3,disks,eastus,6,not attached to a vm,  0 ,,,"'pvc-a0b9cc87-5dab-4d2b-859b-d1f9fe8c40e3',",,,"'turkiz-starfish-paasmamram-dev-001',"
turkiz,dev,turkiz-starfish-paasmamram-dev-001,pvc-ea5732f7-3e5f-47dd-a9ca-69e296673a71,disks,eastus,6,not attached to a vm,  0 ,,,"'pvc-ea5732f7-3e5f-47dd-a9ca-69e296673a71',",,,"'turkiz-starfish-paasmamram-dev-001',"
turkiz,dev,turkiz-starfish-paasmamram-dev-001,pvc-51195591-3bfe-4a69-b26d-84cf049f5437,disks,eastus,6,not attached to a vm,  0 ,,,"'pvc-51195591-3bfe-4a69-b26d-84cf049f5437',",,,"'turkiz-starfish-paasmamram-dev-001',"
turkiz,dev,turkiz-starfish-paasmamram-dev-001,pvc-d71d9c09-62c0-47ae-a784-39df42ea6f7d,disks,eastus,6,not attached to a vm,  0 ,,,"'pvc-d71d9c09-62c0-47ae-a784-39df42ea6f7d',",,,"'turkiz-starfish-paasmamram-dev-001',"
turkiz,dev,turkiz-starfish-paasmamram-dev-001,pvc-74056df4-4a14-4140-8043-8f56c4d90506,disks,westeurope,13,not attached to a vm,  0 ,,,"'pvc-74056df4-4a14-4140-8043-8f56c4d90506',",,,"'turkiz-starfish-paasmamram-dev-001',"
turkiz,prd,turkiz-starfish-tar-prd-001,pvc-48f865a3-740f-4490-86d6-cc77a88a9c41,disks,eastus,13,not attached to a vm,  0 ,,,"'pvc-48f865a3-740f-4490-86d6-cc77a88a9c41',",,,"'turkiz-starfish-tar-prd-001',"
turkiz,dev,turkiz-starfish-paasmamram-dev-001,pvc-312b3f97-8fa4-4c7f-94a8-f572cb84c0c5,disks,westeurope,13,not attached to a vm,  0 ,,,"'pvc-312b3f97-8fa4-4c7f-94a8-f572cb84c0c5',",,,"'turkiz-starfish-paasmamram-dev-001',"
turkiz,dev,turkiz-starfish-paasmamram-dev-001,pvc-cb0c7b58-625d-4e7a-b894-4df7218940ea,disks,westeurope,13,not attached to a vm,  0 ,,,"'pvc-cb0c7b58-625d-4e7a-b894-4df7218940ea',",,,"'turkiz-starfish-paasmamram-dev-001',"
turkiz,dev,turkiz-starfish-paasmamram-dev-001,pvc-5538fd63-fb98-417c-a1ff-fc6d9c2c41d7,disks,eastus,13,not attached to a vm,  0 ,,,"'pvc-5538fd63-fb98-417c-a1ff-fc6d9c2c41d7',",,,"'turkiz-starfish-paasmamram-dev-001',"
turkiz,prd,turkiz-starfish-azurewiz-prd-001,wiz-autogen-meyuhastestvm10_osdisk_1_a0c676d91c234ad_u0xe-20240610_024732-disk,disks,westeurope,1,not attached to a vm,  0 ,,,"'wiz-autogen-meyuhastestvm10_osdisk_1_a0c676d91c234ad_u0xe-20240610_024732-disk',",,,"'turkiz-starfish-azurewiz-prd-001',"
turkiz,prd,turkiz-starfish-azurewiz-prd-001,wiz-autogen-meyuhas-0_osdisk_1_abf5821861f746c1aedf1_isu9-20240610_024800-disk,disks,westeurope,1,not attached to a vm,  0 ,,,"'wiz-autogen-meyuhas-0_osdisk_1_abf5821861f746c1aedf1_isu9-20240610_024800-disk',",,,"'turkiz-starfish-azurewiz-prd-001',"
turkiz,prd,turkiz-starfish-azurewiz-prd-001,wiz-autogen-shlomi-09-11-23_osdisk_1_77b47df231fb4ea_s3zm-20240610_024511-disk,disks,westeurope,1,not attached to a vm,  0 ,,,"'wiz-autogen-shlomi-09-11-23_osdisk_1_77b47df231fb4ea_s3zm-20240610_024511-disk',",,,"'turkiz-starfish-azurewiz-prd-001',"
turkiz,prd,turkiz-starfish-azurewiz-prd-001,wiz-autogen-aks-extramemo3-14308aks-extramemo3-14308_lfgd-20240610_024811-disk,disks,westeurope,1,not attached to a vm,  0 ,,,"'wiz-autogen-aks-extramemo3-14308aks-extramemo3-14308_lfgd-20240610_024811-disk',",,,"'turkiz-starfish-azurewiz-prd-001',"
turkiz,prd,turkiz-starfish-azurewiz-prd-001,wiz-autogen-search-head_osdisk_1_3d8f16a19a034323bcd_mipq-20240610_024510-disk,disks,westeurope,1,not attached to a vm,  0 ,,,"'wiz-autogen-search-head_osdisk_1_3d8f16a19a034323bcd_mipq-20240610_024510-disk',",,,"'turkiz-starfish-azurewiz-prd-001',"
turkiz,prd,turkiz-starfish-azurewiz-prd-001,wiz-autogen-ml-training-machine_osdisk_1_2de7e9aa48b_wo4t-20240610_024743-disk,disks,westeurope,1,not attached to a vm,  0 ,,,"'wiz-autogen-ml-training-machine_osdisk_1_2de7e9aa48b_wo4t-20240610_024743-disk',",,,"'turkiz-starfish-azurewiz-prd-001',"
turkiz,prd,turkiz-starfish-azurewiz-prd-001,wiz-autogen-ofek-fun_osdisk_1_0f0a0296aba14c10923d02_7cwf-20240610_024740-disk,disks,westeurope,1,not attached to a vm,  0 ,,,"'wiz-autogen-ofek-fun_osdisk_1_0f0a0296aba14c10923d02_7cwf-20240610_024740-disk',",,,"'turkiz-starfish-azurewiz-prd-001',"
turkiz,prd,turkiz-starfish-azurewiz-prd-001,wiz-autogen-cloudera-dev2_osdisk_1_13475e67e1e34da2a_bnu6-20240610_024730-disk,disks,westeurope,1,not attached to a vm,  0 ,,,"'wiz-autogen-cloudera-dev2_osdisk_1_13475e67e1e34da2a_bnu6-20240610_024730-disk',",,,"'turkiz-starfish-azurewiz-prd-001',"
turkiz,prd,turkiz-starfish-azurewiz-prd-001,wiz-autogen-cuda_osdisk_1_00af002378f649e0a4feeff002_jfd9-20240610_024743-disk,disks,westeurope,1,not attached to a vm,  0 ,,,"'wiz-autogen-cuda_osdisk_1_00af002378f649e0a4feeff002_jfd9-20240610_024743-disk',",,,"'turkiz-starfish-azurewiz-prd-001',"
